Impressions,Approved_Conversion_Rate,Cost_per_Approved_Conversion,Spent,Spent_x_Clicks,Conversion_Rate,Cost_per_Conversion,Clicks,interest,ROAS
15910,0.0,6779999852.0,6.779999852,33.89999926,20.0,6.77999984522,5,26,0.0
11446,50.0,3.0900000299099997,3.090000033,6.180000066,50.0,3.0900000299099997,2,29,0.3236245919083378
4595,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
4871,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
3199,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
9388,0.0,3140000104.9999995,3.140000105,6.28000021,50.0,3.1400001018599997,2,28,0.0
17954,16.666666666666664,7.540000192459999,7.5400002,45.240001199999995,33.33333333333333,3.7700000981149997,6,28,0.13262599115943977
2755,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
8152,0.0,990000010.0,0.99000001,0.99000001,100.0,0.99000000901,1,27,0.0
74542,0.0,34150000099.999996,34.1500001,648.8500019,5.263157894736842,34.150000065849994,19,27,0.0
6699,0.0,3090000032.9999995,3.090000033,6.180000066,50.0,3.0900000299099997,2,20,0.0
11911,0.0,3959999918.9999995,3.959999919,15.839999676,25.0,3.9599999150399996,4,20,0.0
10090,50.0,2.65000009235,2.650000095,5.30000019,50.0,2.65000009235,2,29,0.37735847689569285
1273,inf,0.0,0.0,0.0,inf,0.0,0,32,999999999.9999999
24188,0.0,8179999827.999999,8.179999828,40.89999914,20.0,8.179999819819999,5,18,0.0
2214,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,31,0.0
9735,25.0,4.13000010987,4.130000114,16.520000456,25.0,4.13000010987,4,32,0.24213074386318748
1371,inf,0.0,0.0,0.0,inf,0.0,0,30,999999999.9999999
10750,0.0,5389999866.0,5.389999866,21.559999464,25.0,5.38999986061,4,22,0.0
7629,100.0,0.72000002828,0.720000029,0.720000029,100.0,0.72000002828,1,29,1.388888831018521
4608,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
3732,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
7453,100.0,1.67999994632,1.679999948,1.679999948,100.0,1.67999994632,1,28,0.5952381133078236
41785,0.0,19100000380.0,19.10000038,267.40000532,7.142857142857142,19.100000360899998,14,64,0.0
8077,50.0,3.5799999204199997,3.579999924,7.159999848,50.0,3.5799999204199997,2,27,0.2793296147904249
5602,0.0,1580000043.0,1.580000043,1.580000043,100.0,1.58000004142,1,63,0.0
6184,50.0,2.7499999972499998,2.75,5.5,50.0,2.7499999972499998,2,26,0.3636363635041322
1738,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
112460,0.0,41290000679.99999,41.29000068,1032.250017,4.0,41.29000063871,25,27,0.0
4414,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
14670,0.0,9410000324.0,9.410000324,65.87000226800001,14.285714285714285,9.410000314589999,7,30,0.0
33144,0.0,13409999850.0,13.40999985,120.68999865,11.11111111111111,13.40999983659,9,64,0.0
4397,0.0,949999987.9999999,0.949999988,0.949999988,100.0,0.9499999870499999,1,64,0.0
1006,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,65,0.0
89527,0.0,32289999960.0,32.28999996,774.9599990400001,4.166666666666666,32.28999992771,24,10,0.0
2459,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
7116,50.0,1.7300000172699999,1.730000019,3.460000038,50.0,1.7300000172699999,2,15,0.578034675398443
8613,0.0,889999985.9999999,0.889999986,0.889999986,200.0,0.44499999277749996,1,15,0.0
9730,0.0,1379999994.9999998,1.379999995,1.379999995,100.0,1.3799999936199998,1,16,0.0
51816,12.5,10.22999988977,10.2299999,81.8399992,25.0,5.1149999474425,8,16,0.09775171160092078
27289,0.0,4429999827.999999,4.429999828,13.289999483999999,33.33333333333333,4.429999823569999,3,16,0.0
20409,0.0,3829999923.9999995,3.829999924,15.319999696,25.0,3.8299999201699997,4,29,0.0
8044,0.0,1110000013.9999998,1.110000014,1.110000014,100.0,1.1100000128899998,1,29,0.0
15645,0.0,5349999904.999999,5.349999905,21.39999962,25.0,5.349999899649999,4,28,0.0
2466,inf,0.0,0.0,0.0,inf,0.0,0,31,1999999999.9999998
11611,33.33333333333333,3.95000004405,3.950000048,11.850000144000001,33.33333333333333,3.95000004405,3,10,0.253164553821503
9375,0.0,4019999980.9999995,4.019999981,12.059999943,33.33333333333333,4.0199999769799994,3,7,0.0
4402,100.0,1.33000004167,1.330000043,1.330000043,100.0,1.33000004167,1,32,0.7518796743739055
8469,0.0,3089999913.9999995,3.089999914,6.179999828,50.0,3.0899999109099996,2,18,0.0
5823,100.0,1.4199999555799998,1.419999957,1.419999957,100.0,1.4199999555799998,1,18,0.7042253729418773
2549,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
25817,0.0,6019999980.999999,6.019999981,24.079999924,25.0,6.019999974979999,4,16,0.0
1961,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
2554,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,22,0.0
4971,100.0,1.23000001777,1.230000019,1.230000019,100.0,1.23000001777,1,25,0.8130081168616565
1030,inf,0.0,0.0,0.0,inf,0.0,0,23,999999999.9999999
162341,0.0,77079999689.99998,77.07999969,4316.479982639999,5.357142857142857,25.69333322143555,56,29,0.0
24542,0.0,9329999923.999998,9.329999924,65.309999468,14.285714285714285,9.32999991467,7,29,0.0
2879,inf,0.0,0.0,0.0,inf,0.0,0,65,999999999.9999999
13621,0.0,4090000032.9999995,4.090000033,12.270000099,33.33333333333333,4.09000002891,3,64,0.0
6175,100.0,1.37000000363,1.370000005,1.370000005,200.0,0.6850000021575,1,63,0.7299270041025094
2963,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
9076,100.0,1.3799999936199998,1.379999995,1.379999995,100.0,1.3799999936199998,1,29,0.7246376832598194
20941,25.0,5.90999996109,5.909999967,23.639999868,25.0,5.90999996109,4,29,0.1692047386488243
3462,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
4073,inf,0.0,0.0,0.0,inf,0.0,0,26,999999999.9999999
3745,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
830,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,24,0.0
2912,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
17167,0.0,6910000086.0,6.910000086,34.55000043,20.0,6.91000007909,5,18,0.0
24491,0.0,9539999961.999998,9.539999962,66.779999734,14.285714285714285,9.539999952459999,7,22,0.0
44699,0.0,17300000370.0,17.30000037,224.90000480999998,15.384615384615385,8.650000180674999,13,22,0.0
6469,0.0,1309999943.0,1.309999943,2.619999886,50.0,1.30999994169,2,23,0.0
16053,33.33333333333333,4.07999991992,4.079999924,12.239999772000001,33.33333333333333,4.07999991992,3,16,0.245098043721165
54724,8.333333333333332,17.929999932069997,17.92999995,215.1599994,8.333333333333332,17.929999932069997,12,16,0.055772448562902956
4706,0.0,1220000028.9999998,1.220000029,1.220000029,100.0,1.2200000277799998,1,21,0.0
8316,33.33333333333333,4.56999992843,4.569999933,13.709999799,33.33333333333333,4.56999992843,3,32,0.21881838390416047
5794,0.0,2269999980.9999995,2.269999981,4.539999962,50.0,2.2699999787299996,2,22,0.0
4813,0.0,1029999971.0,1.029999971,1.029999971,100.0,1.02999996997,1,18,0.0
85285,0.0,36130000350.0,36.13000035,939.3800091,3.8461538461538463,36.13000031387,26,10,0.0
5839,0.0,1370000005.0,1.370000005,1.370000005,100.0,1.37000000363,1,10,0.0
5859,0.0,1539999962.0,1.539999962,1.539999962,100.0,1.5399999604599999,1,15,0.0
164118,0.0,59069999930.0,59.06999993,2421.8699971300002,2.4390243902439024,59.06999987093,41,16,0.0
18234,0.0,7810000062.0,7.810000062,46.860000372,16.666666666666664,7.81000005419,6,63,0.0
2755,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
73676,0.0,28500000000.0,28.5,570.0,5.0,28.4999999715,20,27,0.0
18421,0.0,10079999920.0,10.07999992,70.55999944,14.285714285714285,10.07999990992,7,27,0.0
164754,2.0408163265306123,67.97999971201999,67.97999978,3331.01998922,4.081632653061225,33.989999873005,49,29,0.014710208932355629
7449,100.0,1.63999998436,1.639999986,1.639999986,100.0,1.63999998436,1,10,0.609756102394408
6424,0.0,529999970.99999994,0.529999971,0.529999971,100.0,0.5299999704699999,1,10,0.0
2086,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,63,0.0
6016,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
6412,0.0,1370000005.0,1.370000005,1.370000005,100.0,1.37000000363,1,15,0.0
5040,0.0,1440000057.0,1.440000057,1.440000057,100.0,1.4400000555599999,1,63,0.0
1772,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,32,0.0
1783,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,32,0.0
8200,0.0,3919999956.9999995,3.919999957,11.759999871,33.33333333333333,3.9199999530799996,3,20,0.0
115896,0.0,49440000060.0,49.44000006,1878.72000228,2.631578947368421,49.44000001056,38,26,0.0
10186,100.0,1.23000001777,1.230000019,1.230000019,100.0,1.23000001777,1,16,0.8130081168616565
9134,0.0,4180000066.9999995,4.180000067,12.540000201,66.66666666666666,2.090000032455,3,20,0.0
3385,100.0,1.4400000555599999,1.440000057,1.440000057,100.0,1.4400000555599999,1,20,0.6944444164737665
1314,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,21,0.0
2916,inf,0.0,0.0,0.0,inf,0.0,0,18,999999999.9999999
6142,0.0,1330000043.0,1.330000043,1.330000043,100.0,1.33000004167,1,18,0.0
1984,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
9142,0.0,3749999880.9999995,3.749999881,11.249999642999999,33.33333333333333,3.7499998772499996,3,24,0.0
5475,50.0,2.73000001627,2.730000019,5.460000038,50.0,2.73000001627,2,24,0.3663003636168471
8254,50.0,2.32000004968,2.320000052,4.640000104,50.0,2.32000004968,2,18,0.43103447291171243
5704,0.0,1320000051.9999998,1.320000052,1.320000052,100.0,1.3200000506799998,1,18,0.0
7301,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
37873,20.0,6.169999950829999,6.169999957,30.849999785,20.0,6.169999950829999,5,16,0.16207455539823845
25267,25.0,4.940000052059999,4.940000057,19.760000228,50.0,2.470000027265,4,16,0.20242914742087237
535,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,30,0.0
3396,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,29,0.0
977,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
12318,20.0,6.34000014666,6.340000153,31.700000765,20.0,6.34000014666,5,63,0.15772870279334064
4783,0.0,860000014.0,0.860000014,0.860000014,100.0,0.86000001314,1,28,0.0
6475,0.0,1350000024.0,1.350000024,1.350000024,100.0,1.35000002265,1,29,0.0
104578,3.4482758620689653,39.250000910749996,39.25000095,1138.25002755,3.4482758620689653,39.250000910749996,29,16,0.025477706389062455
33664,0.0,12510000350.0,12.51000035,137.61000385,9.090909090909092,12.510000337489998,11,10,0.0
979,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
7337,0.0,4079999923.9999995,4.079999924,12.239999772000001,33.33333333333333,4.07999991992,3,28,0.0
2499,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
11244,0.0,4550000190.999999,4.550000191,13.650000573,33.33333333333333,4.550000186449999,3,27,0.0
4827,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
29035,28.57142857142857,4.4550000407725,8.910000086,62.370000602000005,28.57142857142857,4.4550000407725,7,29,0.22446688894179356
761,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,30,0.0
6532,0.0,1610000013.9999998,1.610000014,1.610000014,100.0,1.6100000123899998,1,26,0.0
11537,0.0,4300000190.999999,4.300000191,12.900000573,33.33333333333333,4.300000186699999,3,10,0.0
12183,0.0,2869999945.0,2.869999945,8.609999835,33.33333333333333,2.8699999421299998,3,10,0.0
5912,100.0,1.5599999414399999,1.559999943,1.559999943,100.0,1.5599999414399999,1,64,0.6410256640368187
4012,0.0,1570000051.9999998,1.570000052,1.570000052,100.0,1.5700000504299998,1,10,0.0
12396,50.0,3.2100000347899997,3.210000038,6.420000076,100.0,1.6050000181975,2,16,0.3115264759658777
3142,inf,0.0,0.0,0.0,inf,0.0,0,16,1999999999.9999998
1120,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
343,inf,0.0,0.0,0.0,inf,0.0,0,20,999999999.9999999
1720,inf,0.0,0.0,0.0,inf,0.0,0,15,999999999.9999999
3423,inf,0.0,0.0,0.0,inf,0.0,0,16,999999999.9999999
3242,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
15720,0.0,1379999994.9999998,1.379999995,1.379999995,100.0,1.3799999936199998,1,16,0.0
1217,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
2367,50.0,2.8399999111599996,2.839999914,5.679999828,50.0,2.8399999111599996,2,20,0.35211268659492195
6607,0.0,1320000051.9999998,1.320000052,1.320000052,200.0,0.6600000256699999,1,16,0.0
616,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
5537,0.0,1519999981.0,1.519999981,1.519999981,100.0,1.5199999794799999,1,16,0.0
818,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
1909,0.0,980000018.9999999,0.980000019,0.980000019,100.0,0.9800000180199999,1,21,0.0
351,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,21,0.0
572,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,22,0.0
1884,0.0,1409999967.0,1.409999967,1.409999967,100.0,1.40999996559,1,36,0.0
219,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,30,0.0
540,inf,0.0,0.0,0.0,inf,0.0,0,32,999999999.9999999
550,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,32,0.0
465,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
1761,inf,0.0,0.0,0.0,inf,0.0,0,29,999999999.9999999
152,inf,0.0,0.0,0.0,inf,0.0,0,65,999999999.9999999
152,inf,0.0,0.0,0.0,inf,0.0,0,65,999999999.9999999
429,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,64,0.0
1514,inf,0.0,0.0,0.0,inf,0.0,0,29,1999999999.9999998
7780,66.66666666666666,2.1649999609175,4.329999924,12.989999772000001,66.66666666666666,2.1649999609175,3,28,0.46189377243464963
460,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
471,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,28,0.0
2633,0.0,1070000051.9999999,1.070000052,1.070000052,100.0,1.0700000509299998,1,28,0.0
199,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
398,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,32,0.0
246,inf,0.0,0.0,0.0,inf,0.0,0,24,1999999999.9999998
2967,100.0,1.4999999984999999,1.5,1.5,100.0,1.4999999984999999,1,10,0.6666666662222221
255,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,36,0.0
457,inf,0.0,0.0,0.0,inf,0.0,0,7,999999999.9999999
5517,0.0,1230000019.0,1.230000019,1.230000019,100.0,1.23000001777,1,10,0.0
1539,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
3189,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
3348,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
20050,25.0,4.6599998423399995,4.659999847,18.639999388,100.0,1.16499996145875,4,16,0.21459228167768815
2254,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
5894,100.0,1.5399999604599999,1.539999962,1.539999962,100.0,1.5399999604599999,1,16,0.6493506649519315
9948,0.0,2720000028.9999995,2.720000029,5.440000058,100.0,1.36000001382,2,16,0.0
5307,33.33333333333333,4.289999957709999,4.289999962,12.869999885999999,66.66666666666666,2.1449999799275,3,26,0.23310023511065472
4621,50.0,3.2499999967499997,3.25,6.5,50.0,3.2499999967499997,2,22,0.3076923075976331
784,inf,0.0,0.0,0.0,inf,0.0,0,18,999999999.9999999
5775,100.0,1.58000004142,1.580000043,1.580000043,100.0,1.58000004142,1,16,0.6329113747796832
9297,50.0,2.61999988338,2.619999886,5.239999772,100.0,1.309999942345,2,16,0.3816794057747224
699,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,15,0.0
1104,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
3717,0.0,1539999962.0,1.539999962,1.539999962,100.0,1.5399999604599999,1,64,0.0
2879,200.0,0.7950000161024999,1.590000033,1.590000033,200.0,0.7950000161024999,1,28,1.257861608322456
2749,0.0,1389999986.0,1.389999986,1.389999986,100.0,1.38999998461,1,28,0.0
24028,0.0,12390000340.0,12.39000034,111.51000306,22.22222222222222,6.1950001669025,9,10,0.0
1118,inf,0.0,0.0,0.0,inf,0.0,0,29,999999999.9999999
1083,inf,0.0,0.0,0.0,inf,0.0,0,26,999999999.9999999
843,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
2983,0.0,970000029.0,0.970000029,0.970000029,100.0,0.97000002803,1,25,0.0
696,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,25,0.0
7589,50.0,3.15000009185,3.150000095,6.30000019,50.0,3.15000009185,2,16,0.3174603077853366
20997,0.0,11949999809.999998,11.94999981,119.4999981,10.0,11.94999979805,10,16,0.0
4617,0.0,1360000013.9999998,1.360000014,1.360000014,100.0,1.3600000126399998,1,16,0.0
259,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
1134,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,18,0.0
357,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
848,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
3149,0.0,1480000019.0,1.480000019,1.480000019,100.0,1.4800000175199999,1,10,0.0
87,inf,0.0,0.0,0.0,inf,0.0,0,2,999999999.9999999
2563,0.0,1480000019.0,1.480000019,1.480000019,100.0,1.4800000175199999,1,27,0.0
1107,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,10,0.0
10677,0.0,7269999980.999999,7.269999981,36.349999905,20.0,7.269999973729999,5,64,0.0
2189,0.0,409999995.99999994,0.409999996,0.409999996,100.0,0.40999999558999994,1,22,0.0
3277,0.0,2680000067.0,2.680000067,5.360000134,50.0,2.6800000643199997,2,27,0.0
781,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,26,0.0
2226,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,16,0.0
16274,0.0,6079999924.0,6.079999924,24.319999696,50.0,3.03999996048,4,16,0.0
2077,100.0,1.50999998849,1.50999999,1.50999999,100.0,1.50999998849,1,20,0.6622516595763344
529,1.8018018018018018,0.0,0.0,0.0,19.929078014184398,0.0,0,20,0.0
487,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,20,0.0
4626,0.0,2099999904.9999998,2.099999905,4.19999981,100.0,1.0499999519749998,2,20,0.0
2764,100.0,1.5599999414399999,1.559999943,1.559999943,100.0,1.5599999414399999,1,28,0.6410256640368187
5447,0.0,2960000038.0,2.960000038,5.920000076,50.0,2.9600000350399998,2,10,0.0
28169,12.5,12.36999987763,12.36999989,98.95999912,12.5,12.36999987763,8,16,0.08084074444718198
415,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,27,0.0
810,inf,0.0,0.0,0.0,inf,0.0,0,29,999999999.9999999
1194718,9.929078014184398,18.14642828441811,254.049996,35821.049436,19.858156028368796,9.0732141425331,141,10,0.055107263217374323
637648,7.462686567164178,24.479999995104002,122.4,8200.800000000001,19.402985074626866,9.415384614660356,67,10,0.04084967320228064
24362,inf,0.0,0.0,0.0,inf,0.0,0,10,999999999.9999999
459690,4.0,43.1650005384175,86.33000112,4316.500056,10.0,17.2660002205468,50,10,0.02316691734078403
750060,2.3255813953488373,80.9549995095225,161.9099991,13924.2599226,12.790697674418606,14.719090825934627,86,10,0.012352541604008
30068,0.0,1820000051.9999998,1.820000052,1.820000052,100.0,1.8200000501799998,1,15,0.0
1267550,8.130081300813007,23.6769998576323,236.7699986,29122.7098278,19.51219512195122,9.865416607922274,123,15,0.042235080707382175
3052003,5.0,37.64411753307976,639.9499981,217582.999354,17.647058823529413,10.665833301488904,340,15,0.026564575436278035
29945,100.0,1.5900000314099998,1.590000033,1.590000033,200.0,0.7950000161024999,1,15,0.628930804161228
357856,10.0,17.65666671078111,52.97000015,1589.1000044999998,23.333333333333332,7.567142877490408,30,15,0.056635831441343966
2080666,10.396039603960396,17.150000070611902,360.1500015,72750.300303,19.801980198019802,9.003750037274907,202,16,0.05830903765785961
145999,22.22222222222222,8.26000004587,16.5200001,148.6800009,55.55555555555556,3.3040000193392003,9,16,0.12106537456249376
32616,0.0,1539999962.0,1.539999962,1.539999962,200.0,0.769999980615,1,16,0.0
984521,14.736842105263156,11.707142656306633,163.8999972,15570.499734,27.368421052631582,6.30384604591139,95,16,0.08541793922565474
880814,1.6260162601626018,105.18000024740999,210.3600006,25874.2800738,4.878048780487805,35.06000009415667,123,18,0.009507510906474548
182452,5.0,35.73000022426999,35.73000026,714.6000051999999,20.0,8.932500062766874,20,18,0.027987685213971852
894911,3.3333333333333335,53.95999983651,215.8399994,25900.799928,5.833333333333333,30.834285624166533,120,18,0.01853224615965908
31349,0.0,3800000072.0,3.800000072,7.600000144,50.0,3.8000000681999997,2,18,0.0
410310,0.0,96800000549.99998,96.80000055,5324.000030249999,5.454545454545454,32.266666839244444,55,19,0.0
572450,4.49438202247191,39.332499490166875,157.329998,14002.369821999999,7.865168539325842,22.47571399678918,89,19,0.02542426778632881
98759,6.666666666666667,26.569999433429995,26.56999946,398.54999189999995,6.666666666666667,26.569999433429995,15,19,0.03763643282973419
345371,5.555555555555555,31.029999959656667,93.08999991,5026.85999514,12.962962962962962,13.29857141381449,54,19,0.03222687724640876
323899,2.1739130434782608,78.92000012108,78.9200002,3630.3200092,10.869565217391305,15.784000036843201,46,20,0.01267105926828582
399199,0.0,103150000199.99998,103.1500002,5982.7000116,5.172413793103448,34.38333338853889,58,20,0.0
171202,4.545454545454546,36.53000017346999,36.53000021,803.6600046199999,13.636363636363635,12.176666732607776,22,20,0.02737476031272723
128386,6.666666666666667,28.849999991149996,28.85000002,432.7500003,13.333333333333334,14.425000002787499,15,20,0.034662045035427975
1034284,5.921052631578947,28.634444285707286,257.7099986,39171.9197872,13.157894736842104,12.885499929355726,152,20,0.03492297562708953
45923,0.0,7220000147.999999,7.220000148,36.10000074,40.0,3.6100000721949996,5,20,0.0
40873,25.0,7.8999999680999995,7.899999976,31.599999904,50.0,3.949999986025,4,21,0.12658227884954334
286553,2.941176470588235,62.06000035794,62.06000042,2110.04001428,5.88235294117647,31.030000194484998,34,21,0.016113438498489244
20618,100.0,2.0999999028999996,2.099999905,2.099999905,200.0,1.0499999519749998,1,21,0.47619049750566994
83591,28.57142857142857,7.070000226464999,14.14000046,98.98000322,28.57142857142857,7.070000226464999,7,21,0.14144271108874895
114923,16.666666666666664,11.8650001240675,23.73000026,284.76000312,33.33333333333333,5.932500063516875,12,21,0.08428149928371381
25002,0.0,1710000038.0,1.710000038,1.710000038,100.0,1.7100000362899999,1,22,0.0
68905,0.0,9440000057.0,9.440000057,47.200000285,20.0,9.44000004756,5,22,0.0
169588,0.0,27799999239.999996,27.79999924,444.79998784,6.25,27.799999212199996,16,22,0.0
328991,5.714285714285714,33.8250002680875,67.65000057,2367.75001995,14.285714285714285,13.530000111294001,35,22,0.029563931753421948
23198,0.0,2980000019.0,2.980000019,5.960000038,50.0,2.98000001602,2,23,0.0
26890,0.0,3240000010.0,3.24000001,6.48000002,50.0,3.24000000676,2,23,0.0
221695,6.451612903225806,26.130000041935,52.26000011,1620.06000341,16.129032258064516,10.4520000199096,31,23,0.03827018744263317
88443,14.285714285714285,13.040000186959999,13.0400002,91.2800014,14.285714285714285,13.040000186959999,7,24,0.07668711538235351
187856,4.3478260869565215,38.389999711609995,38.38999975,882.96999425,21.73913043478261,7.6779999484644,23,24,0.026048450286169946
570699,2.5,69.3849998153075,138.7699997,11101.599976,11.25,15.418888853842345,80,25,0.014412336991491597
1063508,4.827586206896552,37.19714303754326,260.3800013,37755.1001885,15.862068965517242,11.320869621246919,145,25,0.026883785102635362
50523,0.0,8549999952.0,8.549999952,51.299999712,16.666666666666664,8.54999994345,6,25,0.0
87935,0.0,15630000230.0,15.63000023,140.67000207,11.11111111111111,15.630000214369998,9,26,0.0
278225,0.0,60199999570.0,60.19999957,1986.5999858100001,9.090909090909092,20.066666516644446,33,26,0.0
209461,0.0,34190000060.0,34.19000006,683.8000012,5.0,34.19000002581,20,26,0.0
26316,0.0,3240000010.0,3.24000001,6.48000002,150.0,1.0800000029733334,2,26,0.0
41030,33.33333333333333,5.14000009986,5.140000105,15.420000315000001,66.66666666666666,2.570000051215,3,27,0.19455252517070667
876671,3.3333333333333335,54.139999536465,216.5599982,25987.199784,18.333333333333332,9.843636281370744,120,27,0.01847063184904261
399392,0.0,93070000410.0,93.07000041,4932.71002173,9.433962264150944,18.6140000782772,53,27,0.0
283858,0.0,56059999230.0,56.05999923,1681.7999769,3.3333333333333335,56.05999917394,30,27,0.0
260699,6.451612903225806,27.049999341475,54.09999871,1677.0999600100001,16.129032258064516,10.819999739836,31,27,0.03696857759061916
57781,20.0,7.800000064199999,7.800000072,39.00000036,40.0,3.9000000340499996,5,28,0.1282051270052597
38757,0.0,5220000029.0,5.220000029,15.660000087,33.33333333333333,5.22000002378,3,28,0.0
1392288,3.3980582524271843,51.221428978396936,358.5500029,73861.3005974,15.048543689320388,11.566129125433351,206,28,0.019523078910510524
1109387,1.257861635220126,140.4949996797525,280.9899995,44677.4099205,8.176100628930817,21.614615344491185,159,28,0.007117691033672827
581281,7.6923076923076925,23.0240001553952,115.1200008,7482.800052,15.384615384615385,11.5120000788488,65,29,0.04343293923914364
1048861,6.25,27.471250246566093,219.770002,28130.560256,17.1875,9.989545545000475,128,29,0.03640169234727312
297452,3.3333333333333335,52.01999980797999,52.01999986,1560.5999958,13.333333333333334,13.00499996174875,30,29,0.019223375676125514
227925,54.54545454545454,2.9424999947547916,35.30999994,776.8199986799999,100.0,1.6049999971997726,22,29,0.33984706938688697
374175,7.894736842105263,21.106666996297776,63.32000101,2406.16003838,21.052631578947366,7.915000125260625,38,29,0.04737839469520599
223586,0.0,54240000369.99999,54.24000037,1735.68001184,3.125,54.24000031575999,32,30,0.0
283170,2.564102564102564,65.22999989476999,65.22999996,2543.96999844,5.128205128205128,32.6149999636925,39,30,0.01533036947106982
41636,0.0,4210000038.0,4.210000038,12.630000114000001,33.33333333333333,4.21000003379,3,30,0.0
198658,3.3333333333333335,48.60999973139,48.60999978,1458.2999934000002,26.666666666666668,6.076249971740469,30,30,0.020571898878939433
100596,20.0,6.95999985652,13.91999972,139.19999719999998,40.0,3.47999992913,10,31,0.14367816379929654
64020,0.0,11059999700.0,11.0599997,55.2999985,20.0,11.05999968894,5,31,0.0
14289,1.8018018018018018,0.0,0.0,0.0,inf,0.0,0,31,0.0
404866,0.0,87420000790.0,87.42000079,3759.06003397,9.30232558139535,21.85500019203625,43,32,0.0
22256,100.0,1.65999996534,1.659999967,1.659999967,100.0,1.65999996534,1,32,0.6024096501669329
57690,0.0,6740000010.0,6.74000001,26.96000004,25.0,6.74000000326,4,32,0.0
